Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES,NPI
b37d34b8-da4e-30da-b5a8-79066f6c9d3d,74ab949d-17ac-3309-83a0-13b4405c66aa,Ted955 Reilly981,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,5392,0,9999984591
3fbb5c46-a466-331f-8be0-ed8ed5547a67,588f6ce6-b8db-3588-8189-29db2680a313,Tiffaney302 Brakus656,F,GENERAL PRACTICE,461 WALNUT AVE,JAMAICA PLAIN,MA,021302331,42.311587599999996,-71.09800136347226,34,0,9999973693
a0a42478-26a1-3743-bbbd-f499e41c1b40,324b4137-57a0-3ae0-89db-1c33f57ae0c1,Elsa29 Rodríguez701,F,GENERAL PRACTICE,134 NORTH ST,NORTH READING,MA,018641315,42.5892341,-71.10546522083789,5,0,9999876995
9b9af872-7c7d-3704-80fe-e92cdb6878c0,faffaf6a-ee1a-3673-b0b0-421a9c249244,Jaunita130 Armstrong51,F,GENERAL PRACTICE,66 WASHINGTON ST,STOUGHTON,MA,020722571,42.14415820061801,-71.10378319512402,358,0,9999949297
4ef540e7-0c64-3d70-bff7-ad2e4d9f7535,17a4bae5-8b64-34d7-8144-b428be027bd0,Olympia319 Ward668,F,GENERAL PRACTICE,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,42.295109499999995,-71.71808471110307,97,0,9999928192
84df6f02-e575-3a31-9bde-bf78346bb73c,4112b8b1-59df-3255-a7ca-f42ee0a4cb2e,Ambrose149 Feeney44,M,GENERAL PRACTICE,37 ROUTE 6A,SANDWICH,MA,025631801,41.766329400000004,-70.5147600346998,57,0,9999884692
112cc850-a233-372d-bd94-42b8709f03f6,e09d4c49-c2ef-3b0f-9a46-3719d9219306,Jules135 Emard19,M,GENERAL PRACTICE,60 HOSPITAL RD,LEOMINSTER,MA,014533290,42.54031915,-71.76312990486304,3147,0,9999990390
ce67df0c-f9a9-310c-ad72-caccbc99285d,e76b5eb0-0c9d-3593-b5da-3c0e9a97bb96,Sal878 Lehner980,M,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,88,0,9999984997
1252028c-2571-35db-845e-463d9aa67bdf,c241b977-4131-32e4-9957-e0a00b2a1e5f,Kip442 Krajcik437,M,GENERAL PRACTICE,94 MAIN STREET,HYANNIS,MA,026013146,41.6562802,-70.27448000204822,42,0,9999982199
3f2fcebf-cd62-3549-9178-ecb9015a0e3a,ef5390b4-cba5-3d83-96db-af783a7adb43,Evan94 Anderson154,F,GENERAL PRACTICE,360 MERRIMACK ST,MALDEN,MA,021482329,42.4250964,-71.066163,13,0,9999907394
48d7e189-df62-363d-8eb5-5b0da151057b,77645e49-3f69-3d1d-bb93-dc65210e2fac,Vella930 Ankunding277,F,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027205246,41.7093779,-71.1460783680883,249,0,9999995696
8a344960-1482-3db9-9ba3-505de32d4b45,6fafb5d4-ecca-37ab-8d24-53036a8cbf1e,Wilber603 Nikolaus26,M,GENERAL PRACTICE,320 WEST CENTER STREET  2ND FLOOR,WEST BRIDGEWATER,MA,02379,42.016080599999995,-71.02601589317304,24,0,9999931790
bb9be375-1184-3842-a2ec-d2dc9140af61,aa682136-a4df-3942-9f50-e6fcee6c0b73,Precious140 Runolfsson901,F,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,148,0,9999891895
87f97b61-44d0-3cd9-8e43-46b457a4f63a,d2284f74-b6da-3a15-9791-84cdf2db18fb,Fernande593 Mosciski958,F,GENERAL PRACTICE,331 E FALMOUTH HWY,E FALMOUTH,MA,025366039,41.57853245,-70.5617374807812,132,0,9999962993
13b55c39-8ee2-39d0-b864-1895f35dfc7f,5becf220-2978-3f33-bd38-9326947f85de,Tijuana228 Leannon79,F,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,80,0,9999889493
598ebc1d-0a34-3643-a034-8808d0591db4,ae88fd02-4911-3625-9e97-85b626ed3b0b,Adolph80 Farrell962,M,GENERAL PRACTICE,476 VARNUM AVE,LOWELL,MA,018542122,42.6443795,-71.34721987550876,1,0,9999893099
1d5c486e-73fd-3b06-803f-78f1afbba1c3,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Blossom971 Bartoletti50,F,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,4,0,9999877290
0bf39dbc-e88e-3bca-8d2c-d52c19ed538c,03d0392a-7361-32b3-81c9-8c8ac985be00,Sid118 Daniel959,M,GENERAL PRACTICE,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,22,0,9999964197
a8569cf0-94e4-30d9-888d-bf0e4b26370f,a8c95c30-d410-3b6c-b5c8-ceafabf5665b,Luke971 Brakus656,M,GENERAL PRACTICE,320 WASHINGTON ST FL 3,ALLSTON,MA,021341711,42.3555375,-71.1327494,14,0,9999927798
0558a3ff-9808-3f9c-bc6c-c7529a299cbe,a418cf76-2ee3-3736-a752-29ee33e86015,Francene766 Kuhlman484,F,GENERAL PRACTICE,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,3,0,9999908996
42419fe5-2c27-3007-ad95-11d0a53405c4,2936ca90-6594-357d-be14-53fe0ab84dd1,Miguel815 Perales854,M,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,467,0,9999949792
aad11c2b-8fe4-3328-8864-bff844fcaa19,883104df-bf21-3226-a432-30a61ac7416d,Russell422 Hermiston71,F,GENERAL PRACTICE,19B CROSBY DR STE 160,BEDFORD,MA,017301412,42.5044791,-71.2417607,3,0,9999918391
b68f5b67-cb01-3a3b-8c0e-777755b9bd9b,e3089df2-a1db-372a-b660-30392d8c197b,Marylynn944 Waters156,F,GENERAL PRACTICE,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,188,0,9999942391
d63af4cb-74c0-3c99-8617-9eceaf40ce16,77d67d58-b097-3309-a94c-abd49c432528,Martine382 Moore224,F,GENERAL PRACTICE,383 MILL ST,WORCESTER,MA,016022414,42.2618147,-71.85253220643622,1,0,9999875294
47b751ed-6fbd-32fb-a919-2babf219d31b,42d4b607-f14d-370a-818e-40965685776c,Arlen68 Hettinger594,M,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,56,0,9999957993
b5efcbd2-849d-34c7-9ee6-557bd9c35786,ab701a70-a658-340e-8f69-ee196a7d40c6,Jolie499 Parisian75,F,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,412,0,9999939991
7d4d46ae-4578-3482-8899-571647c4892d,11ba6a26-59b4-3728-a268-6dc9929962b4,Archie818 McCullough561,M,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,79,0,9999894790
71675754-68cf-3e79-89bf-5dd03c45e8a3,af2d050e-91a7-3acb-8b27-0bf6a259645e,Ronny764 Bernhard322,M,GENERAL PRACTICE,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,34,0,9999959999
a0771a6b-6b80-3cfc-a441-ec121b127b9e,71472d9b-aa5c-3b49-a5c3-d0eee8859015,Tyree261 Kutch271,M,GENERAL PRACTICE,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,204,0,9999951996
cafe5e51-9edc-3bc1-8ade-9ab8dca9db97,8a2e2731-3240-39d1-b4f0-cad14200937d,Carter549 Ritchie586,M,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,190,0,9999990192
b0eeabc3-422a-397c-99db-e594b9782a0b,bee866be-d41f-3259-97b2-0e10331c6c16,Emory494 Sawayn19,M,GENERAL PRACTICE,589 HIGHLAND AVE,NEEDHAM,MA,024942205,42.300873100000004,-71.22988027903574,1,0,9999901892
6c03e245-7dbf-36aa-bb30-6ef1d6938847,dcbd0460-9bcf-3e7d-a923-1d22bcc5a9bd,Troy560 Dooley940,F,GENERAL PRACTICE,279 DALTON AVENUE  SUITE B,PITTSFIELD,MA,012013500,42.4606344,-73.22185917597403,5,0,9999937193
d1f8c0a4-395d-3a00-abda-ae2240db901e,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Cherish740 Toy286,F,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,361,0,9999978395
